"Title, Author (Publisher)",Year,Category,Winner
"Clarke County, Space, Allen Steele (Ace)",1990,Science Fiction,
"The Hollow Earth, Rudy Rucker (Morrow)",1990,Science Fiction,
"The Rowan, Anne McCaffrey (Ballantine Del Rey)",1990,Science Fiction,
"In the Country of the Blind, Michael F. Flynn (Baen)",1990,Science Fiction,
"The Ghost from the Grand Banks, Arthur C. Clarke (Gollancz; Bantam Spectra)",1990,Science Fiction,
"The Divide, Robert Charles Wilson (Doubleday Foundation)",1990,Science Fiction,
"Agviq, Michael Armstrong (Questar)",1990,Science Fiction,
"Heathern, Jack Womack (Tor)",1990,Science Fiction,
"Tehanu: The Last Book of Earthsea, Ursula K. Le Guin (Macmillan Atheneum)",1990,Fantasy,TRUE
"Good Omens, Terry Pratchett & Neil Gaiman (Gollancz; Workman)",1990,Fantasy,
"Tigana, Guy Gavriel Kay (Roc)",1990,Fantasy,
"Only Begotten Daughter, James Morrow (Morrow)",1990,Fantasy,
"Thomas the Rhymer, Ellen Kushner (Morrow)",1990,Fantasy,
"The Eye of the World, Robert Jordan (Tor)",1990,Fantasy,
"The Blood of Roses, Tanith Lee (Legend)",1990,Fantasy,
"Servant of the Empire, Raymond E. Feist & Janny Wurts (Doubleday Foundation)",1990,Fantasy,
"Drink Down the Moon, Charles de Lint (Ace)",1990,Fantasy,
"Rats and Gargoyles, Mary Gentle (Bantam UK)",1990,Fantasy,
"Ghostwood, Charles de Lint (Pulphouse)",1990,Fantasy,
"Moving Pictures, Terry Pratchett (Gollancz)",1990,Fantasy,
"Dealing with Dragons, Patricia C. Wrede (Harcourt Brace Jovanovich)",1990,Fantasy,
"Time and Chance, Alan Brennert (Tor)",1990,Fantasy,
"In Between Dragons, Michael Kandel (Bantam Spectra)",1990,Fantasy,
"Gossamer Axe, Gaèl Baudino (Penguin/Roc)",1990,Fantasy,
"Chase the Morning, Michael Scott Rohan (Orbit)",1990,Fantasy,
"Castleview, Gene Wolfe (Tor)",1990,Fantasy,
"In the Country of the Blind, Michael F. Flynn (Baen)",1990,First Novel,TRUE
"Winterlong, Elizabeth Hand (Bantam Spectra)",1990,First Novel,
"Arachne, Lisa Mason (Morrow)",1990,First Novel,
"Golden Fleece, Robert J. Sawyer (Popular Library Questar)",1990,First Novel,
"An Abyss of Light, Kathleen M. O'Neal (DAW)",1990,First Novel,
"Black Snow Days, Claudia O'Keefe (Ace)",1990,First Novel,
"In the Net of Dreams, Wm. Mark Simmons (Questar)",1990,First Novel,
"Nightlight, Michael Cadnum (St. Martin's)",1990,First Novel,
"Cortez on Jupiter, Ernest Hogan (Tor)",1990,First Novel,
"Keepers of the Peace, Keith Brooke (Gollancz)",1990,First Novel,
"The Interior Life, Katherine Blake (Baen)",1990,First Novel,
"The Silver Kiss, Annette Curtis Klause (Delacorte)",1990,First Novel,
"Hyperion, Dan Simmons (Doubleday Foundation)",1989,Science Fiction,TRUE
"Rimrunners, C. J. Cherryh (Warner)",1989,Science Fiction,
"Grass, Sheri S. Tepper (Doubleday Foundation)",1989,Science Fiction,
"Tides of Light, Gregory Benford (Bantam Spectra)",1989,Science Fiction,
"A Fire in the Sun, George Alec Effinger (Doubleday Foundation)",1989,Science Fiction,
"The Boat of a Million Years, Poul Anderson (Tor)",1989,Science Fiction,
"Rama II, Arthur C. Clarke & Gentry Lee (Gollancz; Bantam Spectra)",1989,Science Fiction,
"Falcon, Emma Bull (Ace)",1989,Science Fiction,
"Phases of Gravity, Dan Simmons (Bantam Spectra)",1989,Science Fiction,
"The City, Not Long After, Pat Murphy (Doubleday Foundation)",1989,Science Fiction,
"Imago, Octavia E. Butler (Warner)",1989,Science Fiction,
"A Talent for War, Jack McDevitt (Ace)",1989,Science Fiction,
"Good News from Outer Space, John Kessel (Tor)",1989,Science Fiction,
"The Third Eagle, R. A. MacAvoy (Doubleday Foundation)",1989,Science Fiction,
"Buying Time (UK title: The Long Habit of Living), Joe Haldeman (Morrow; NEL)",1989,Science Fiction,
"Homegoing, Frederik Pohl (Ballantine Del Rey)",1989,Science Fiction,
"Being Alien, Rebecca Ore (Tor)",1989,Science Fiction,
"Farewell Horizontal, K. W. Jeter (St. Martin's)",1989,Science Fiction,
"Out on Blue Six, Ian McDonald (Bantam Spectra)",1989,Science Fiction,
"Orbital Decay, Allen Steele (Ace)",1989,Science Fiction,
"The Child Garden, Geoff Ryman (Unwin Hyman)",1989,Science Fiction,
"Sugar Rain, Paul Park (Morrow)",1989,Science Fiction,
"Eden, Stanislaw Lem (Harcourt Brace Jovanovich)",1989,Science Fiction,
"Dawn's Uncertain Light, Neal Barrett, Jr. (NAL Signet)",1989,Science Fiction,
"Black Milk, Robert Reed (Donald I. Fine)",1989,Science Fiction,
"On My Way to Paradise, Dave Wolverton (Bantam Spectra)",1989,Science Fiction,
"The Renegades of Pern, Anne McCaffrey (Ballantine Del Rey)",1989,Science Fiction,
"The Queen of Springtime (US title: The New Springtime), Robert Silverberg (Gollancz; Warner)",1989,Science Fiction,
"Prentice Alvin, Orson Scott Card (Tor)",1989,Fantasy,TRUE
"The Stress of Her Regard, Tim Powers (Ace)",1989,Fantasy,
"Soldier of Arete, Gene Wolfe (Tor)",1989,Fantasy,
"Rusalka, C. J. Cherryh (Ballantine Del Rey)",1989,Fantasy,
"Dream Baby, Bruce McAllister (Tor)",1989,Fantasy,
"Lyonesse: Madouc, Jack Vance (Underwood-Miller)",1989,Fantasy,
"White Jenna, Jane Yolen (Tor)",1989,Fantasy,
"The Satanic Verses, Salman Rushdie (Viking UK; Viking)",1989,Fantasy,
"Sorceress of Darshiva, David Eddings (Ballantine Del Rey)",1989,Fantasy,
"A Child Across the Sky, Jonathan Carroll (Legend; Century)",1989,Fantasy,
"Tourists, Lisa Goldstein (Simon & Schuster)",1989,Fantasy,
"The Fortress of the Pearl, Michael Moorcock (Gollancz; Ace)",1989,Fantasy,
"The Stone Giant, James P. Blaylock (Ace)",1989,Fantasy,
"Guards! Guards!, Terry Pratchett (Gollancz)",1989,Fantasy,
"Snow White and Rose Red, Patricia C. Wrede (Tor)",1989,Fantasy,
"A Heroine of the World, Tanith Lee (DAW)",1989,Fantasy,
"Marianne, the Matchbox, and the Malachite Mouse, Sheri S. Tepper (Ace)",1989,Fantasy,
"Ars Magica, Judith Tarr (Bantam Spectra)",1989,Fantasy,
"Gate of Darkness, Circle of Light, Tanya Huff (DAW)",1989,Fantasy,
"Apocalypse, Nancy Springer (Baen)",1989,Fantasy,
"Queen's Gambit Declined, Melinda Snodgrass (Popular Library Questar)",1989,Fantasy,
"Arthur, Stephen R. Lawhead (Crossway)",1989,Fantasy,
"The Coachman Rat, David Henry Wilson (Robinson; Carroll & Graf)",1989,Fantasy,
"Tours of the Black Clock, Steve Erickson (Poseidon)",1989,Fantasy,
"The Cockroaches of Stay More, Donald Harington (Harcourt Brace Jovanovich)",1989,Fantasy,
"Orbital Decay, Allen Steele (Ace)",1989,First Novel,TRUE
"Sunglasses After Dark, Nancy A. Collins (NAL Onyx)",1989,First Novel,
"On My Way to Paradise, Dave Wolverton (Bantam Spectra)",1989,First Novel,
"The Tides of God, Ted Reynolds (Ace)",1989,First Novel,
"Strange Invasion, Michael Kandel (Bantam Spectra)",1989,First Novel,
"Laying the Music to Rest, Dean Wesley Smith (Popular Library Questar)",1989,First Novel,
"The Gate of Ivory, Doris Egan (DAW)",1989,First Novel,
"Petrogypsies, Rory Harper (Baen)",1989,First Novel,
"Twistor, John Cramer (Morrow)",1989,First Novel,
"The Grotesque, Patrick McGrath (Poseidon)",1989,First Novel,
"Silk Road, Jeanne Larsen (Holt, Rinehart & Winston)",1989,First Novel,
"The Steerswoman, Rosemary Kirstein (Ballantine Del Rey)",1989,First Novel,
"Child of Saturn, Teresa Edgerton (Ace)",1989,First Novel,
"Julian's House, Judith Hawkes (Ticknor & Fields)",1989,First Novel,
"Mermaid's Song, Alida Van Gores (NAL Signet)",1989,First Novel,
"After Sundown, Randall Boyll (Charter)",1989,First Novel,
"Bad Voltage, Jonathan Littell (NAL Signet)",1989,First Novel,
"Contrarywise, Zohra Greenhalgh (Ace)",1989,First Novel,
"Empire's Horizon, John Brizzolara (DAW)",1989,First Novel,
"Cyteen, C. J. Cherryh (Warner)",1988,Science Fiction,TRUE
"Mona Lisa Overdrive, William Gibson (Gollancz; Bantam Spectra)",1988,Science Fiction,
"Islands in the Net, Bruce Sterling (Morrow/Arbor House)",1988,Science Fiction,
"Prelude to Foundation, Isaac Asimov (Doubleday Foundation)",1988,Science Fiction,
"The Gold Coast, Kim Stanley Robinson (Tor)",1988,Science Fiction,
"Eternity, Greg Bear (Warner)",1988,Science Fiction,
"Dragonsdawn, Anne McCaffrey (Ballantine Del Rey)",1988,Science Fiction,
"Deserted Cities of the Heart, Lewis Shiner (Doubleday Foundation)",1988,Science Fiction,
"Falling Free, Lois McMaster Bujold (Baen)",1988,Science Fiction,
"Araminta Station, Jack Vance (Tor)",1988,Science Fiction,
"Alternities, Michael P. Kube-McDowell (Ace)",1988,Science Fiction,
"Adulthood Rites, Octavia E. Butler (Warner)",1988,Science Fiction,
"Catspaw, Joan D. Vinge (Warner)",1988,Science Fiction,
"At Winter's End, Robert Silverberg (Warner)",1988,Science Fiction,
"Brothers in Arms, Lois McMaster Bujold (Baen)",1988,Science Fiction,
"Ivory, Mike Resnick (Tor)",1988,Science Fiction,
"Wetware, Rudy Rucker (Avon)",1988,Science Fiction,
"Crazy Time, Kate Wilhelm (St. Martin's)",1988,Science Fiction,
"Venus of Shadows, Pamela Sargent (Doubleday Foundation)",1988,Science Fiction,
"Orphan of Creation, Roger MacBride Allen (Baen)",1988,Science Fiction,
"The Gate to Women's Country, Sheri S. Tepper (Doubleday Foundation)",1988,Science Fiction,
"The Player of Games, Iain M. Banks (Macmillan UK; St. Martin's)",1988,Science Fiction,
"Neon Lotus, Marc Laidlaw (Bantam Spectra)",1988,Science Fiction,
"Hellspark, Janet Kagan (Tor)",1988,Science Fiction,
"Chronosequence, Hilbert Schenck (Tor)",1988,Science Fiction,
"Children of the Thunder, John Brunner (Ballantine Del Rey)",1988,Science Fiction,
"Fire on the Mountain, Terry Bisson (Arbor House)",1988,Science Fiction,
"Terraplane, Jack Womack (Weidenfeld & Nicholson)",1988,Science Fiction,
"Starfire, Paul Preuss (Tor)",1988,Science Fiction,
"An Alien Light, Nancy Kress (Arbor House)",1988,Science Fiction,
"The Company Man, Joe Clifford Faust (Ballantine Del Rey)",1988,Science Fiction,
"Red Prophet, Orson Scott Card (Tor)",1988,Fantasy,TRUE
"The Paladin, C. J. Cherryh (Baen)",1988,Fantasy,
"There Are Doors, Gene Wolfe (Tor)",1988,Fantasy,
"Unicorn Mountain, Michael Bishop (Morrow/Arbor House)",1988,Fantasy,
"King of the Murgos, David Eddings (Ballantine Del Rey)",1988,Fantasy,
"The Last Coin, James P. Blaylock (Ace)",1988,Fantasy,
"The Story of the Stone, Barry Hughart (Doubleday Foundation)",1988,Fantasy,
"Greenmantle, Charles de Lint (Ace)",1988,Fantasy,
"Lavondyss, Robert Holdstock (Gollancz)",1988,Fantasy,
"(tie): The Dragonbone Chair, Tad Williams (DAW)",1988,Fantasy,
"(tie): Wyvern, A. A. Attanasio (Ticknor & Fields)",1988,Fantasy,
"The Healer's War, Elizabeth Ann Scarborough (Doubleday Foundation)",1988,Fantasy,
"Druid's Blood, Esther M. Friesner (NAL Signet)",1988,Fantasy,
"The White Serpent, Tanith Lee (DAW)",1988,Fantasy,
"(tie): Sister Light, Sister Dark, Jane Yolen (Tor)",1988,Fantasy,
"(tie): Wyrd Sisters, Terry Pratchett (Gollancz)",1988,Fantasy,
"Who's Afraid of Beowulf?, Tom Holt (St. Martin's)",1988,Fantasy,
"The Changeling Sea, Patricia A. McKillip (Atheneum)",1988,Fantasy,
"The Reindeer People, Megan Lindholm (Ace)",1988,Fantasy,
"Sleeping in Flame, Jonathan Carroll (Legend)",1988,Fantasy,
"The White Raven, Diana L. Paxson (Morrow)",1988,Fantasy,
"Walkabout Woman, Michaela Roessner (Bantam Spectra)",1988,Fantasy,
"Silk Roads and Shadows, Susan Shwartz (Tor)",1988,Fantasy,
"The Nightingale, Kara Dalkey (Ace)",1988,Fantasy,
"Death in the Spirit House, Craig Strete (Doubleday Foundation)",1988,Fantasy,
"Desolation Road, Ian McDonald (Bantam Spectra)",1988,First Novel,TRUE
"Walkabout Woman, Michaela Roessner (Bantam Spectra)",1988,First Novel,
"Metrophage, Richard Kadrey (Ace)",1988,First Novel,
"Sheepfarmer's Daughter, Elizabeth Moon (Baen)",1988,First Novel,
"The Armageddon Blues, Daniel Keys Moran (Bantam Spectra)",1988,First Novel,
"Dragon Prince, Melanie Rawn (DAW)",1988,First Novel,
"Moon of Ice, Brad Linaweaver (Morrow/Arbor House)",1988,First Novel,
"Neverness, David Zindell (Donald I. Fine)",1988,First Novel,
"Four Hundred Billion Stars, Paul J. McAuley (Ballantine Del Rey)",1988,First Novel,
"Journey to Fusang, William Sanders (Popular Library Questar)",1988,First Novel,
"Resurrection, Inc., Kevin J. Anderson (NAL Signet)",1988,First Novel,
"Fool on the Hill, Matt Ruff (Atlantic Monthly Press)",1988,First Novel,
"Demon of Undoing, Andrea I. Alton (Baen)",1988,First Novel,
"The Blind Knight, Gail Van Asten (Ace)",1988,First Novel,
"The Heavenly Horse from the Outermost West, Mary Stanton (Baen)",1988,First Novel,
"Molly Dear: The Autobiography of an Android, Stephen Fine (St. Martin's)",1988,First Novel,
"Dreams of Flesh and Sand, W. T. Quick (NAL Signet)",1988,First Novel,
"Maiden Flight, Eric Vinicoff (Baen)",1988,First Novel,
"The Fairy of Ku-She, M. Lucie Chin (Ace)",1988,First Novel,
"Inner Eclipse, Richard Paul Russo (Tor)",1988,First Novel,
"The Enchantments of Flesh and Spirit, Storm Constantine (Macdonald)",1988,First Novel,
"Tower to the Sky, Phillip C. Jennings (Baen)",1988,First Novel,
"Through a Brazen Mirror, Delia Sherman (Ace)",1988,First Novel,
"The Uplift War, David Brin (Phantasia; Bantam Spectra)",1987,Science Fiction,TRUE
"When Gravity Fails, George Alec Effinger (Arbor House)",1987,Science Fiction,
"The Urth of the New Sun, Gene Wolfe (Tor)",1987,Science Fiction,
"The Forge of God, Greg Bear (Tor)",1987,Science Fiction,
"Life During Wartime, Lucius Shepard (Bantam)",1987,Science Fiction,
"The Annals of the Heechee, Frederik Pohl (Ballantine Del Rey)",1987,Science Fiction,
"Vacuum Flowers, Michael Swanwick (Arbor House)",1987,Science Fiction,
"The Smoke Ring, Larry Niven (Ballantine Del Rey)",1987,Science Fiction,
"Great Sky River, Gregory Benford (Bantam Spectra)",1987,Science Fiction,
"2061: Odyssey Three, Arthur C. Clarke (Ballantine Del Rey)",1987,Science Fiction,
"The Legacy of Heorot, Larry Niven, Jerry Pournelle & Steven Barnes (Gollancz; Simon & Schuster)",1987,Science Fiction,
"To Sail Beyond the Sunset, Robert A. Heinlein (Ace/Putnam)",1987,Science Fiction,
"Memories, Mike McQuay (Bantam Spectra)",1987,Science Fiction,
"Fool's Run, Patricia A. McKillip (Warner)",1987,Science Fiction,
"The Secret Ascension, Michael Bishop (Tor)",1987,Science Fiction,
"The Tommyknockers, Stephen King (Putnam)",1987,Science Fiction,
"Dawn, Octavia E. Butler (Warner)",1987,Science Fiction,
"Intervention, Julian May (Houghton Mifflin)",1987,Science Fiction,
"After Long Silence, Sheri S. Tepper (Bantam Spectra)",1987,Science Fiction,
"Code Blue — Emergency!, James White (Ballantine Del Rey)",1987,Science Fiction,
"Way of the Pilgrim, Gordon R. Dickson (Ace)",1987,Science Fiction,
"Araminta Station, Jack Vance (Underwood-Miller; Tor)",1987,Science Fiction,
"Voice of the Whirlwind, Walter Jon Williams (Tor)",1987,Science Fiction,
"The Awakeners: Northshore; Southshore, Sheri S. Tepper (Science Fiction Book Club; Tor)",1987,Science Fiction,
"Still River, Hal Clement (Ballantine Del Rey)",1987,Science Fiction,
"Dover Beach, Richard Bowker (Bantam Spectra)",1987,Science Fiction,
"Rumors of Spring, Richard Grant (Bantam Spectra)",1987,Science Fiction,
"Liege-Killer, Christopher Hinz (St. Martin's)",1987,Science Fiction,
"In Conquest Born, C. S. Friedman (DAW)",1987,Science Fiction,
"Little Heroes, Norman Spinrad (Bantam Spectra)",1987,Science Fiction,
"Replay, Ken Grimwood (Arbor House)",1987,Science Fiction,
"Watchmen, Alan Moore & Dave Gibbons (DC/Warner)",1987,Science Fiction,
"A Mask for the General, Lisa Goldstein (Bantam Spectra)",1987,Science Fiction,
"Seventh Son, Orson Scott Card (Tor)",1987,Fantasy,TRUE
"On Stranger Tides, Tim Powers (Ace)",1987,Fantasy,
"Sign of Chaos, Roger Zelazny (Arbor House)",1987,Fantasy,
"Weaveworld, Clive Barker (Simon & Schuster/Poseidon; Collins)",1987,Fantasy,
"Lincoln's Dreams, Connie Willis (Bantam Spectra)",1987,Fantasy,
"Egypt, John Crowley (Bantam Spectra)",1987,Fantasy,
"The Witches of Wenshar, Barbara Hambly (Ballantine Del Rey)",1987,Fantasy,
"The Grey Horse, R. A. MacAvoy (Bantam Spectra)",1987,Fantasy,
"Infernal Devices, K. W. Jeter (St. Martin's)",1987,Fantasy,
"Guardians of the West, David Eddings (Ballantine Del Rey)",1987,Fantasy,
"A Man Rides Through, Stephen R. Donaldson (Ballantine Del Rey)",1987,Fantasy,
"Being a Green Mother, Piers Anthony (Ballantine Del Rey)",1987,Fantasy,
"War for the Oaks, Emma Bull (Ace)",1987,Fantasy,
"Bones of the Moon, Jonathan Carroll (Century; Arbor House)",1987,Fantasy,
"Swan Song, Robert R. McCammon (Pocket)",1987,Fantasy,
"The Dark Tower II: The Drawing of the Three, Stephen King (Donald M. Grant)",1987,Fantasy,
"Land of Dreams, James P. Blaylock (Arbor House)",1987,Fantasy,
"Strange Toys, Patricia Geary (Bantam Spectra)",1987,Fantasy,
"Daughter of the Empire, Raymond E. Feist & Janny Wurts (Doubleday)",1987,Fantasy,
"The Firebrand, Marion Zimmer Bradley (Simon & Schuster)",1987,Fantasy,
"Never the Twain, Kirk Mitchell (Ace)",1987,Fantasy,
"Darkspell, Katharine Kerr (Doubleday)",1987,Fantasy,
"Equal Rites, Terry Pratchett (Gollancz)",1987,Fantasy,
"The Falling Woman, Pat Murphy (Tor)",1987,Fantasy,
"War for the Oaks, Emma Bull (Ace)",1987,First Novel,TRUE
"Mindplayers, Pat Cadigan (Bantam Spectra)",1987,First Novel,
"In Conquest Born, C. S. Friedman (DAW)",1987,First Novel,
"Liege-Killer, Christopher Hinz (St. Martin's)",1987,First Novel,
"The Net, Loren J. MacGregor (Ace)",1987,First Novel,
"Arrows of the Queen, Mercedes Lackey (DAW)",1987,First Novel,
"Becoming Alien, Rebecca Ore (Tor)",1987,First Novel,
"After the Zap, Michael Armstrong (Popular Library Questar)",1987,First Novel,
"Reindeer Moon, Elizabeth Marshall Thomas (Houghton Mifflin)",1987,First Novel,
"Swordspoint, Ellen Kushner (Allen & Unwin; Arbor House)",1987,First Novel,
"Memoirs of an Invisible Man, H. F. Saint (Atheneum)",1987,First Novel,
"Napoleon Disentimed, Hayford Peirce (Tor)",1987,First Novel,
"A Death of Honor, Joe Clifford Faust (Ballantine Del Rey)",1987,First Novel,
"The American Book of the Dead, Stephen Billias (Popular Library Questar)",1987,First Novel,
"The Architects of Hyperspace, Thomas R. McDonough (Avon)",1987,First Novel,
"The Shadow of His Wings, Bruce Fergusson (Arbor House)",1987,First Novel,
"Pennterra, Judith Moffett (Congdon & Weed)",1987,First Novel,
"The Leeshore, Robert Reed (Donald I. Fine)",1987,First Novel,
"A Rose-Red City, Dave Duncan (Ballantine Del Rey)",1987,First Novel,
"The Movement of Mountains, Michael Blumlein (St. Martin's)",1987,First Novel,
"Station Gehenna, Andrew Weiner (Congdon & Weed)",1987,First Novel,
"Soldiers of Paradise, Paul Park (Arbor House)",1987,First Novel,
"Teot's War, Heather Gladney (Ace)",1987,First Novel,
"Soulstring, Midori Snyder (Ace)",1987,First Novel,
"Frame of Reference, Jerry Oltion (Popular Library Questar)",1987,First Novel,
"Speaker for the Dead, Orson Scott Card (Tor)",1986,Science Fiction,TRUE
"Heart of the Comet, Gregory Benford & David Brin (Bantam Spectra)",1986,Science Fiction,
"Count Zero, William Gibson (Arbor House)",1986,Science Fiction,
"The Handmaid's Tale, Margaret Atwood (Houghton Mifflin; McClelland & Stewart 1985)",1986,Science Fiction,
"Foundation and Earth, Isaac Asimov (Doubleday)",1986,Science Fiction,
"Chanur's Homecoming, C. J. Cherryh (Phantasia; DAW)",1986,Science Fiction,
"Marooned in Realtime, Vernor Vinge (Bluejay)",1986,Science Fiction,
"The Songs of Distant Earth, Arthur C. Clarke (Ballantine Del Rey)",1986,Science Fiction,
"The Coming of the Quantum Cats, Frederik Pohl (Bantam Spectra)",1986,Science Fiction,
"Santiago, Mike Resnick (Tor)",1986,Science Fiction,
"Enigma, Michael P. Kube-McDowell (Berkley)",1986,Science Fiction,
"When Gravity Fails, George Alec Effinger (Arbor House)",1986,Science Fiction,
"Lear's Daughters, M. Bradley Kellogg with William Rossow (NAL Signet)",1986,Science Fiction,
"Star of Gypsies, Robert Silverberg (Donald I. Fine)",1986,Science Fiction,
"Nerilka's Story, Anne McCaffrey (Ballantine Del Rey)",1986,Science Fiction,
"The Warrior's Apprentice, Lois McMaster Bujold (Baen)",1986,Science Fiction,
"The Moon Goddess and the Son, Donald Kingsbury (Baen)",1986,Science Fiction,
"Hardwired, Walter Jon Williams (Tor)",1986,Science Fiction,
"The Architect of Sleep, Steven R. Boyett (Ace)",1986,Science Fiction,
"Venus of Dreams, Pamela Sargent (Bantam Spectra)",1986,Science Fiction,
"The Nimrod Hunt, Charles Sheffield (Baen)",1986,Science Fiction,
"This Is the Way the World Ends, James Morrow (Henry Holt)",1986,Science Fiction,
"The Hercules Text, Jack McDevitt (Ace)",1986,Science Fiction,
"The Forever Man, Gordon R. Dickson (Ace)",1986,Science Fiction,
"The Ragged Astronauts, Bob Shaw (Gollancz)",1986,Science Fiction,
"Rebels' Seed, F. M. Busby (Bantam Spectra)",1986,Science Fiction,
"oldier of the Mist, Gene Wolfe (Tor)",1986,Fantasy,TRUE
"Blood of Amber, Roger Zelazny (Arbor House)",1986,Fantasy,
"It, Stephen King (Viking)",1986,Fantasy,
"Godbody, Theodore Sturgeon (Donald I. Fine)",1986,Fantasy,
"Twisting the Rope, R. A. MacAvoy (Bantam Spectra)",1986,Fantasy,
"The Folk of the Air, Peter S. Beagle (Ballantine Del Rey)",1986,Fantasy,
"The Serpent Mage, Greg Bear (Berkley)",1986,Fantasy,
"Wizard of the Pigeons, Megan Lindholm (Ace)",1986,Fantasy,
"The Quest for Saint Camber, Katherine Kurtz (Ballantine Del Rey)",1986,Fantasy,
"A Darkness at Sethanon, Raymond E. Feist (Doubleday)",1986,Fantasy,
"The Mirror of Her Dreams, Stephen R. Donaldson (Ballantine Del Rey)",1986,Fantasy,
"The Darkest Road, Guy Gavriel Kay (Arbor House)",1986,Fantasy,
"Magic Kingdom For Sale--Sold!, Terry Brooks (Ballantine Del Rey)",1986,Fantasy,
"Homunculus, James P. Blaylock (Ace)",1986,Fantasy,
"Wielding a Red Sword, Piers Anthony (Ballantine Del Rey)",1986,Fantasy,
"The Falling Woman, Pat Murphy (Tor)",1986,Fantasy,
"The Dragon in the Sword, Michael Moorcock (Ace)",1986,Fantasy,
"Jinian Star-Eye, Sheri S. Tepper (Tor)",1986,Fantasy,
"New York by Knight, Esther M. Friesner (Signet)",1986,Fantasy,
"The King of Ys: Roma Mater, Poul Anderson & Karen Anderson (Baen)",1986,Fantasy,
"The Hounds of God, Judith Tarr (Bluejay)",1986,Fantasy,
"The Unconquered Country, Geoff Ryman (Allen & Unwin)",1986,Fantasy,
"Yarrow, Charles de Lint (Ace)",1986,Fantasy,
"The Hungry Moon, Ramsey Campbell (Macmillan)",1986,Fantasy,
"Dragonsbane, Barbara Hambly (Ballantine Del Rey)",1986,Fantasy,
"A Voice for Princess, John Morressy (Ace)",1986,Fantasy,
"Talking Man, Terry Bisson (Arbor House)",1986,Fantasy,
"The Hercules Text, Jack McDevitt (Ace)",1986,First Novel,TRUE
"Shards of Honor, Lois McMaster Bujold (Baen)",1986,First Novel,
"A Hidden Place, Robert Charles Wilson (Bantam Spectra)",1986,First Novel,
"Wrack & Roll, Bradley Denton (Questar)",1986,First Novel,
"The Cross-Time Engineer, Leo Frankowski (Ballantine Del Rey)",1986,First Novel,
"No Safe Place, Anne Moroz (Questar)",1986,First Novel,
"Sentience, Terry A. Adams (DAW)",1986,First Novel,
"(tie): The Doomsday Effect, Thomas Wren (Baen)",1986,First Novel,
"(tie): Windmaster's Bane, Tom Deitz (Avon)",1986,First Novel,
"The Game of Fox and Lion, Robert R. Chase (Ballantine Del Rey)",1986,First Novel,
"Fire Sanctuary, Katharine Eliska Kimbriel (Questar)",1986,First Novel,
"Warchild, Richard Bowes (Questar)",1986,First Novel,
"Daggerspell, Katharine Kerr (Doubleday)",1986,First Novel,
"The Curse of Sagamore, Kara Dalkey (Ace)",1986,First Novel,
"The Star Country, Michael Cassutt (Doubleday)",1986,First Novel,
"The Hounds of the Morrigan, Pat O'Shea (Holiday House)",1986,First Novel,
"The Burning Stone, Deborah Turner Harris (Tor)",1986,First Novel,
"The Postman, David Brin (Bantam Spectra)",1985,Science Fiction,TRUE
"Ender's Game, Orson Scott Card (Tor)",1985,Science Fiction,
"Footfall, Larry Niven & Jerry Pournelle (Ballantine Del Rey)",1985,Science Fiction,
"Robots and Empire, Isaac Asimov (Doubleday)",1985,Science Fiction,
"Helliconia Winter, Brian W. Aldiss (Atheneum)",1985,Science Fiction,
"The Cat Who Walks Through Walls, Robert A. Heinlein (Putnam)",1985,Science Fiction,
"Dinner at Deviant's Palace, Tim Powers (Ace)",1985,Science Fiction,
"Brightness Falls from the Air, James Tiptree, Jr. (Tor)",1985,Science Fiction,
"Cuckoo's Egg, C. J. Cherryh (Phantasia; DAW)",1985,Science Fiction,
"Always Coming Home, Ursula K. Le Guin (Harper & Row)",1985,Science Fiction,
"Blood Music, Greg Bear (Arbor House)",1985,Science Fiction,
"Eon, Greg Bear (Bluejay)",1985,Science Fiction,
"The Proteus Operation, James P. Hogan (Bantam Spectra)",1985,Science Fiction,
"The Kif Strike Back, C. J. Cherryh (Phantasia; DAW)",1985,Science Fiction,
"Contact, Carl Sagan (Simon & Schuster)",1985,Science Fiction,
"Artifact, Gregory Benford (Tor)",1985,Science Fiction,
"The Memory of Whiteness, Kim Stanley Robinson (Tor)",1985,Science Fiction,
"Schismatrix, Bruce Sterling (Arbor House)",1985,Science Fiction,
"Between the Strokes of Night, Charles Sheffield (Baen)",1985,Science Fiction,
"Chapterhouse: Dune, Frank Herbert (Putnam)",1985,Science Fiction,
"Ancient of Days, Michael Bishop (Arbor House)",1985,Science Fiction,
"Emprise, Michael P. Kube-McDowell (Berkley)",1985,Science Fiction,
"Dayworld, Philip José Farmer (Putnam)",1985,Science Fiction,
"Child of Fortune, Norman Spinrad (Bantam Spectra)",1985,Science Fiction,
"Tom O'Bedlam, Robert Silverberg (Donald I. Fine)",1985,Science Fiction,
"Starquake, Robert L. Forward (Ballantine Del Rey)",1985,Science Fiction,
"Kiteworld, Keith Roberts (Gollancz)",1985,Science Fiction,
"The Remaking of Sigmund Freud, Barry N. Malzberg (Ballantine Del Rey)",1985,Science Fiction,
"Five-Twelfths of Heaven, Melissa Scott (Baen)",1985,Science Fiction,
"The Darkling Wind, Somtow Sucharitkul (Bantam Spectra)",1985,Science Fiction,
"Trumps of Doom, Roger Zelazny (Arbor House)",1985,Fantasy,TRUE
"The Book of Kells, R. A. MacAvoy (Bantam Spectra)",1985,Fantasy,
